Document,Author,Page,Date,Type,Subject,Comment
SOE2026_NEFMC_IR_Final_commented AT.xfdf,Kristan Blackhart,78,2026-02-27 10:52:41,highlight,Comment on Text,"If these reports are prepared for the NEFMC and MAFMC, why is this content that is applicable to neither included?"
SOE2026_NEFMC_IR_Final_commented AT.xfdf,Amanda Hart,78,2026-03-02 14:05:39,highlight,Comment on Text,"suggest changing to ""stressful low/high dissolved oxygen"" to clarify if low or high DO is responsible"
SOE2026_NEFMC_IR_Final_commented AT.xfdf,Amanda Hart,78,2026-03-02 14:06:09,highlight,Comment on Text,missing space
SOE2026_NEFMC_IR_Final_commented AT.xfdf,Amanda Hart,78,2026-03-02 14:08:23,highlight,Comment on Text,No figure references available for this section
SOE2026_NEFMC_IR_Final_commented AT.xfdf,Kristan Blackhart,79,2026-02-27 10:56:41,highlight,Comment on Text,this should be specific to New England report?
SOE2026_NEFMC_IR_Final_commented AT.xfdf,Kristan Blackhart,79,2026-02-27 10:58:47,highlight,Comment on Text,"Amanda Hart missingmaybe Cameron Hodgdon should be added too?"
SOE2026_NEFMC_IR_Final_commented AT.xfdf,Kristin Precoda,79,2026-03-03 08:48:42,highlight,Comment on Text,"change to ""GARFO"""
SOE2026_NEFMC_IR_Final_commented.xfdf,Joseph Caracappa,11,2026-03-11 14:52:58,text,Sticky Note,"Tarsila: Change  yaxis to ""Total Vulnerability (Regional Revenue)"""
SOE2026_NEFMC_IR_Final_commented.xfdf,Joseph Caracappa,11,2026-03-11 14:53:23,highlight,Comment on Text,"Tarsila: ""Total Vulnerability"""
SOE2026_NEFMC_IR_Final_commented.xfdf,Joseph Caracappa,22,2026-03-11 14:53:38,highlight,Comment on Text,"Tarsila: Change  yaxis to ""Total Vulnerability (Regional Revenue)"""
SOE2026_NEFMC_IR_Final_commented.xfdf,Joseph Caracappa,22,2026-03-11 14:53:55,highlight,Comment on Text,"Tarsila: ""Total Vulnerability"""
SOE2026_NEFMC_IR_Final_commented.xfdf,Joseph Caracappa,27,2026-03-11 15:03:06,highlight,Comment on Text,Tarsila: Environmental Vulnerability Risk
SOE2026_NEFMC_IR_Final_commented.xfdf,Joseph Caracappa,27,2026-03-11 15:03:17,highlight,Comment on Text,Tarsila: Total Vulnerabiity
SOE2026_NEFMC_IR_Final_commented.xfdf,Joseph Caracappa,27,2026-03-11 15:03:39,text,Sticky Note,Tarsila: are trends working?
SOE2026_NEFMC_IR_Final_commented.xfdf,Debra Palka,31,2026-03-05 12:26:43,highlight,Comment on Text,this link needs to be updated
SOE2026_NEFMC_IR_Final_commented.xfdf,Debra Palka,56,2026-03-05 15:21:01,highlight,Comment on Text,There is no reference to Figure 52.  Maybe add it at the end of this sentence
SOE2026_NEFMC_IR_Final_commented.xfdf,Debra Palka,56,2026-03-05 15:22:53,highlight,Comment on Text,add 53
SOE2026_NEFMC_IR_Final_commented.xfdf,Debra Palka,58,2026-03-11 11:59:20,text,Sticky Note,Should this Fig. 83 be Fig. 55?
SOE2026_NEFMC_IR_Final_commented.xfdf,Debra Palka,59,2026-03-11 12:12:52,highlight,Comment on Text,This does not look like the correct link
SOE2026_NEFMC_IR_Final_commented.xfdf,Debra Palka,61,2026-03-11 12:24:49,highlight,Comment on Text,add a reference to Fig 57 somewhere in this paragraph
SOE2026_NEFMC_IR_Final_commented.xfdf,Debra Palka,62,2026-03-11 12:23:32,highlight,Comment on Text,"According to https://noaa-edab.github.io/catalog/cold_spell.html, this is Figure 4 (middle atlantic bight) not the GOM"
SOE2026_NEFMC_IR_Final_commented.xfdf,Debra Palka,65,2026-03-11 12:39:17,highlight,Comment on Text,"add period and space to be ""New England. Recent"""
SOE2026_NEFMC_IR_Final_commented.xfdf,Debra Palka,65,2026-03-11 12:40:42,highlight,Comment on Text,"change ""highly migratory species"" to ""highly migratory cetacean species"""
